InvoiceID,CustomerID,InvoiceDate,PurchaseAmount
INV_422959,CUST_0859,2025-06-12,45.6
INV_998035,CUST_0253,2025-09-26,13.77
INV_125525,CUST_0459,2025-07-06,92.62
INV_606453,CUST_0971,2025-10-31,24.34
INV_607235,CUST_0166,2025-04-24,62.61
INV_707466,CUST_0928,2025-07-02,89.16
INV_186724,CUST_0442,2025-12-21,132.93
INV_700600,CUST_0853,2025-05-05,47.29
INV_501426,CUST_0068,2025-03-02,53.27
INV_596915,CUST_0683,2025-03-15,14.21
INV_892173,CUST_0048,2025-07-30,98.76
INV_168798,CUST_0994,2025-07-02,50.87
INV_130257,CUST_0315,2025-02-20,33.84
INV_152691,CUST_0900,2025-09-03,80.93
INV_849450,CUST_0678,2025-01-14,9.97
INV_425329,CUST_0189,2025-06-04,58.43
INV_595236,CUST_0888,2025-03-16,15.74
INV_965256,CUST_0343,2025-02-28,61.25
INV_958950,CUST_0182,2025-12-05,69.49
INV_362091,CUST_0260,2025-07-12,16.39
INV_229744,CUST_0406,2025-08-02,46.51
INV_497745,,2025-05-22,10.31
INV_186795,CUST_0112,2025-02-28,61.62
INV_343877,CUST_0296,2025-04-28,59.58
INV_236285,CUST_0643,2025-06-05,37.67
INV_774533,CUST_0013,2025-11-18,45.75
INV_470250,CUST_0834,2025-10-19,11.18
INV_114995,,2025-12-30,27.23
INV_498237,CUST_0008,2025-01-29,32.27
INV_925782,CUST_0721,2025-05-08,50.61
INV_576111,CUST_0144,2025-11-14,48.37
INV_945978,CUST_0045,2025-08-27,59.26
INV_744606,CUST_0181,2025-08-03,22.69
INV_740233,CUST_0073,2025-06-28,8.87
INV_508376,CUST_0465,2025-08-27,49.08
INV_693629,CUST_0264,2025-07-26,92.09
INV_490452,CUST_0366,2025-10-03,26.71
INV_135903,CUST_0631,2025-09-25,83.92
INV_612493,CUST_0810,2025-12-16,23.94
INV_528395,CUST_0523,2025-04-08,10.82
INV_300753,CUST_0570,2025-10-17,36.49
INV_145619,CUST_0358,2025-08-04,12.29
INV_165149,CUST_0783,2025-03-25,170.16
INV_306903,CUST_0808,2025-03-13,33.57
INV_387623,CUST_0919,2025-12-26,17.95
INV_969001,CUST_0093,2025-12-16,8.43
INV_813340,CUST_0039,2025-01-28,27.26
INV_897781,CUST_0013,2025-02-05,18.14
INV_374597,CUST_0516,2025-08-11,74.99
INV_934325,CUST_0383,2025-12-10,15.07
INV_855675,CUST_0642,2025-01-31,23.71
INV_669829,CUST_0302,2025-04-06,15.13
INV_971535,CUST_0266,2025-05-08,14.5
INV_578454,CUST_0828,2025-12-09,11.36
INV_876372,CUST_0735,2025-11-09,64.02
INV_755244,CUST_0184,2025-08-14,35.1
INV_416363,CUST_0089,2025-06-25,43.16
INV_877022,CUST_0936,2025-04-16,24.45
INV_201407,CUST_0503,2025-06-16,44.71
INV_521594,CUST_0393,2025-02-09,28.4
INV_311144,CUST_0981,2025-03-23,36.14
INV_510834,CUST_0447,2025-11-28,37.2
INV_775887,CUST_0444,2025-11-23,13.1
INV_868223,CUST_0018,2025-10-22,34.73
INV_953220,CUST_0830,2025-12-31,143.63
INV_626169,CUST_0390,2025-03-18,46.46
INV_188059,CUST_0270,2025-04-05,30.7
INV_298303,CUST_0551,2025-03-13,28.45
INV_181972,CUST_0187,2025-07-10,45.57
INV_217473,CUST_0734,2025-05-11,16.59
INV_958823,CUST_0720,2025-04-06,125.35
INV_256877,CUST_0247,2025-03-13,28.38
INV_900511,CUST_0544,2025-04-09,133.28
INV_744894,CUST_0699,2025-03-17,44.12
INV_775160,CUST_0349,2025-09-12,26.04
INV_307609,CUST_0127,2025-10-14,18.58
INV_889417,CUST_0596,2025-01-13,51.46
INV_624624,CUST_0626,2025-10-03,28.76
INV_203751,CUST_0950,2025-09-30,23.16
INV_436199,CUST_0731,2025-04-19,137.75
INV_547244,CUST_0776,2025-11-11,19.74
INV_433272,CUST_0935,2025-08-17,35.76
INV_831893,CUST_0701,2025-09-29,50.48
INV_794879,CUST_0722,2025-10-13,355.06
INV_537585,CUST_0498,2025-08-09,62.91
INV_540980,CUST_0781,2025-06-20,8.89
INV_867442,CUST_0624,2025-02-24,54.31
INV_479593,CUST_0628,2025-05-23,116.16
INV_746045,CUST_0364,2025-02-22,9.82
INV_396629,CUST_0417,2025-11-09,33.45
INV_409066,CUST_0367,2025-01-01,79.04
INV_331182,CUST_0098,2025-07-27,19.7
INV_809560,CUST_0140,2025-08-25,12.82
INV_392107,CUST_0904,2025-03-13,122.51
INV_116061,CUST_0321,2025-04-17,80.25
INV_737790,CUST_0883,2025-05-19,45.32
INV_550983,CUST_0273,2025-08-09,94.86
INV_113233,CUST_0407,2025-02-25,29.55
INV_728423,CUST_0614,2025-07-11,32.88
INV_254455,CUST_0233,2025-08-15,31.9
INV_715486,CUST_0817,2025-05-29,154.06
INV_634522,CUST_0104,2025-12-05,53.11
INV_816773,CUST_0273,2025-01-06,58.56
INV_484370,CUST_0028,2025-02-07,139.82
INV_483152,CUST_0244,2025-03-09,26.91
INV_231379,CUST_0299,2025-06-13,156.3
INV_985987,,2025-10-15,42.74
INV_580441,CUST_0247,2025-07-07,215.23
INV_851287,CUST_0252,2025-12-21,14.41
INV_880734,CUST_0796,2025-07-29,223.1
INV_120389,CUST_0460,2025-07-27,34.63
INV_837463,CUST_0492,2025-05-17,19.85
INV_352557,CUST_0588,2025-10-14,14.84
INV_892130,CUST_0749,2025-01-25,117.5
INV_961465,CUST_0250,2025-04-28,56.3
INV_370146,CUST_0916,2025-12-26,46.31
INV_644026,CUST_0152,2025-01-05,12.99
INV_292971,CUST_0464,2025-04-23,7.81
INV_441678,CUST_0105,2025-06-30,20.41
INV_702251,CUST_0162,2025-12-17,27.36
INV_692054,CUST_0471,2025-05-12,24.45
INV_366909,CUST_0368,2025-05-09,33.6
INV_695376,CUST_0899,2025-05-29,32.79
INV_980096,CUST_0628,2025-08-02,16.07
INV_927385,CUST_0884,2025-10-21,59.08
INV_567927,CUST_0250,2025-10-29,52.51
INV_992015,CUST_0889,2025-03-11,112.22
INV_607994,CUST_0364,2025-10-30,8.19
INV_954741,CUST_0530,2025-05-29,84.91
INV_549777,CUST_0872,2025-05-31,61.63
INV_680086,CUST_0138,2025-12-11,136.14
INV_548377,CUST_0203,2025-03-02,75.63
INV_343767,CUST_0237,2025-06-30,35.56
INV_963428,CUST_0443,2025-08-25,47.08
INV_517216,CUST_0585,2025-02-28,48.16
INV_892330,CUST_0360,2025-07-07,50.68
INV_789753,CUST_0988,2025-04-18,12.4
INV_741480,CUST_0717,2025-08-08,192.38
INV_445783,CUST_0615,2025-08-11,76.06
INV_232659,CUST_0495,2025-06-11,9.82
INV_972999,CUST_0857,2025-03-17,40.87
INV_915864,CUST_0613,2025-04-21,45.95
INV_367598,CUST_0191,2025-07-01,110.11
INV_147111,CUST_0209,2025-01-22,36.7
INV_880277,CUST_0702,2025-06-24,9.89
INV_702960,CUST_0602,2025-05-21,11.48
INV_161602,CUST_0496,2025-03-19,117.33
INV_341084,CUST_0366,2025-01-14,29.08
INV_149420,CUST_0655,2025-11-06,72.07
INV_764635,CUST_0753,2025-09-02,17.78
INV_222672,CUST_0006,2025-07-16,129.64
INV_517582,CUST_0407,2025-08-05,48.92
INV_561370,CUST_0005,2025-01-20,20.43
INV_860592,CUST_0448,2025-08-30,167.06
INV_553510,CUST_0249,2025-01-14,91.35
INV_112306,CUST_0384,2025-02-13,13.07
INV_713712,CUST_0575,2025-08-27,56.28
INV_735311,CUST_0419,2025-04-10,58.97
INV_909340,CUST_0044,2025-12-26,24.83
INV_793312,CUST_0145,2025-11-23,20.77
INV_816741,CUST_0355,2025-10-15,69.89
INV_270863,CUST_0826,2025-05-08,55.8
INV_854471,CUST_0463,2025-08-27,22.79
INV_818013,CUST_0187,2025-07-27,86.53
INV_872332,CUST_0388,2025-12-12,15.79
INV_390951,CUST_0194,2025-10-14,12.03
INV_573288,CUST_0792,2025-09-28,66.67
INV_811238,CUST_0487,2025-02-14,88.99
INV_789129,CUST_0504,2025-12-30,119.19
INV_381373,CUST_0125,2025-11-09,22.64
INV_924516,CUST_0458,2025-08-18,41.6
INV_341249,CUST_0885,2025-08-09,30.35
INV_110589,CUST_0171,2025-06-22,55.79
INV_925963,CUST_0902,2025-05-02,19.68
INV_927679,CUST_0004,2025-04-03,118.46
INV_564761,CUST_0618,2025-05-26,20.42
INV_600741,CUST_0608,2025-08-17,111.83
INV_956874,CUST_0624,2025-11-19,86.84
INV_683107,CUST_0401,2025-04-06,159.33
INV_159807,,2025-10-24,18.16
INV_382579,CUST_0726,2025-10-18,139.48
INV_520602,CUST_0150,2025-09-04,21.41
INV_865197,CUST_0515,2025-11-12,17.05
INV_328584,CUST_0225,2025-01-18,13.27
INV_771868,CUST_0841,2025-10-06,10.56
INV_408479,CUST_0175,2025-03-10,24.02
INV_659073,CUST_0727,2025-01-30,74.88
INV_971448,,2025-09-05,31.87
INV_261081,CUST_0586,2025-07-25,65.47
INV_519149,CUST_0606,2025-05-07,8.25
INV_732585,CUST_0355,2025-04-26,25.9
INV_140149,CUST_0099,2025-01-11,87.28
INV_105695,CUST_0685,2025-07-28,19.35
INV_780913,CUST_0258,2025-11-28,9.15
INV_810386,CUST_0054,2025-11-27,32.01
INV_409509,CUST_0530,2025-07-06,46.89
INV_403342,CUST_0953,2025-12-30,24.44
INV_327203,CUST_0304,2025-10-25,47.44
INV_498138,CUST_0999,2025-09-03,42.86
INV_918438,CUST_0923,2025-10-10,45.07
INV_511659,CUST_0703,2025-03-04,9.84
INV_539358,CUST_0141,2025-09-11,15.53
INV_411385,CUST_0253,2025-10-19,84.0
INV_323068,CUST_0720,2025-10-19,34.41
INV_980278,CUST_0175,2025-03-17,22.74
INV_204428,CUST_0400,2025-09-27,70.33
INV_841570,CUST_0180,2025-05-04,71.55
INV_220243,CUST_0911,2025-08-16,60.76
INV_122692,CUST_0787,2025-04-16,18.03
INV_441651,CUST_0027,2025-11-07,15.02
INV_103969,CUST_0281,2025-11-22,26.65
INV_270948,CUST_0918,2025-08-12,58.73
INV_658866,CUST_0950,2025-12-22,47.06
INV_731613,CUST_0471,2025-02-03,17.17
INV_756051,CUST_0886,2025-08-09,26.53
INV_835122,CUST_0948,2025-11-25,19.26
INV_688216,CUST_0550,2025-03-11,101.12
INV_627409,CUST_0148,2025-01-09,42.99
INV_778525,CUST_0850,2025-01-05,15.15
INV_216547,CUST_0587,2025-06-14,11.35
INV_744905,CUST_0989,2025-10-27,11.31
INV_497891,,2025-04-16,39.11
INV_831576,CUST_0147,2025-06-08,55.97
INV_388350,CUST_0853,2025-07-08,53.21
INV_347667,CUST_0181,2025-10-15,50.97
INV_452215,CUST_0138,2025-05-10,50.9
INV_582605,CUST_0785,2025-12-18,93.04
INV_656119,CUST_0423,2025-09-02,32.77
INV_474169,CUST_0129,2025-12-07,75.54
INV_111984,CUST_0879,2025-11-02,20.66
INV_587387,CUST_0225,2025-12-14,17.26
INV_851209,CUST_0181,2025-04-16,78.04
INV_734151,CUST_0792,2025-09-17,12.38
INV_402274,CUST_0818,2025-06-20,156.87
INV_115216,CUST_0012,2025-07-14,58.28
INV_803803,CUST_0182,2025-11-01,59.13
INV_464315,CUST_0694,2025-01-30,28.87
INV_919497,CUST_0793,2025-04-06,19.04
INV_134152,CUST_0808,2025-08-13,51.68
INV_248725,CUST_0374,2025-02-11,20.51
INV_448627,CUST_0720,2025-08-25,49.41
INV_456687,CUST_0754,2025-12-29,12.92
INV_738273,CUST_0162,2025-06-09,36.8
INV_145256,,2025-03-14,35.68
INV_186803,,2025-12-18,81.47
INV_312603,CUST_0039,2025-03-01,75.12
INV_869217,CUST_0676,2025-06-08,81.19
INV_656371,CUST_0285,2025-01-15,106.98
INV_349737,CUST_0125,2025-12-25,38.72
INV_290167,CUST_0622,2025-11-30,89.92
INV_514027,CUST_0910,2025-06-11,119.65
INV_238261,CUST_0150,2025-02-05,221.8
INV_605187,CUST_0206,2025-05-07,61.35
INV_651852,CUST_0440,2025-08-05,24.06
INV_829282,CUST_0164,2025-05-28,138.78
INV_606554,CUST_0663,2025-12-31,21.78
INV_957549,CUST_0965,2025-05-29,52.7
INV_289327,CUST_0743,2025-07-25,66.22
INV_965990,CUST_0337,2025-03-28,44.1
INV_881712,CUST_0558,2025-10-15,83.05
INV_657665,CUST_0681,2025-11-06,120.27
INV_647670,CUST_0773,2025-04-19,108.61
INV_334318,CUST_0616,2025-09-13,75.6
INV_747952,CUST_0043,2025-12-19,8.12
INV_347997,CUST_0476,2025-03-24,14.72
INV_581530,CUST_0983,2025-10-15,93.22
INV_673212,CUST_0724,2025-10-18,110.57
INV_966220,CUST_0326,2025-04-05,29.01
INV_387360,CUST_0837,2025-08-07,19.87
INV_671302,CUST_0724,2025-12-09,11.3
INV_114389,CUST_0566,2025-12-10,30.84
INV_937165,CUST_0730,2025-01-16,251.36
INV_713812,CUST_0963,2025-07-12,24.86
INV_718396,CUST_0111,2025-05-09,30.69
INV_416527,CUST_0852,2025-11-22,47.88
INV_752962,CUST_0947,2025-06-10,52.53
INV_838924,CUST_0709,2025-12-30,60.7
INV_771986,CUST_0276,2025-03-14,80.86
INV_419658,CUST_0787,2025-04-12,11.87
INV_773243,CUST_0653,2025-07-07,73.15
INV_554485,CUST_0052,2025-04-21,50.7
INV_209767,CUST_0043,2025-07-30,19.03
INV_591818,CUST_0810,2025-12-12,12.65
INV_710514,CUST_0077,2025-05-17,11.55
INV_285550,CUST_0752,2025-02-08,174.36
INV_836778,CUST_0991,2025-09-24,53.2
INV_535647,CUST_0806,2025-04-08,38.52
INV_576379,CUST_0902,2025-08-18,55.12
INV_625754,CUST_0577,2025-12-21,82.22
INV_603100,CUST_0052,2025-09-20,53.6
INV_721195,CUST_0324,2025-06-03,73.72
INV_882381,CUST_0939,2025-02-20,116.53
INV_453548,CUST_0821,2025-03-29,123.53
INV_640277,CUST_0601,2025-04-28,23.74
INV_442022,CUST_0260,2025-03-16,127.58
INV_785493,CUST_0366,2025-05-02,31.42
INV_706954,,2025-10-06,24.72
INV_207573,CUST_0367,2025-11-09,28.86
INV_348141,CUST_0541,2025-12-19,39.23
INV_684642,CUST_0547,2025-10-13,38.63
INV_398076,CUST_0720,2025-08-26,27.21
INV_232018,CUST_0685,2025-03-20,34.57
INV_696543,CUST_0358,2025-04-16,50.33
INV_361439,CUST_0246,2025-09-01,30.26
INV_459701,CUST_0087,2025-08-05,134.48
INV_522217,CUST_0849,2025-07-29,17.41
INV_932307,CUST_0650,2025-11-02,30.6
INV_461659,CUST_0673,2025-01-01,15.48
INV_489546,CUST_0930,2025-01-04,67.15
INV_163965,CUST_0502,2025-08-06,18.39
INV_193948,CUST_0178,2025-07-08,46.22
INV_867610,CUST_0920,2025-10-19,42.47
INV_817176,CUST_0811,2025-10-10,47.93
INV_782511,CUST_0658,2025-06-05,23.31
INV_996030,CUST_0355,2025-02-16,99.29
INV_236109,CUST_0260,2025-01-17,40.87
INV_475325,CUST_0986,2025-02-08,38.92
INV_171947,CUST_0670,2025-10-05,36.65
INV_653214,CUST_0222,2025-10-19,76.35
INV_673881,CUST_0455,2025-09-10,13.48
INV_499749,CUST_0858,2025-03-28,25.23
INV_741621,CUST_0582,2025-02-13,9.35
INV_239005,CUST_0019,2025-04-11,32.22
INV_429760,CUST_0357,2025-01-30,57.7
INV_150013,CUST_0970,2025-08-17,76.86
INV_863638,CUST_0155,2025-09-03,11.55
INV_780206,CUST_0541,2025-06-10,45.15
INV_116555,,2025-06-29,8.6
INV_355658,CUST_0950,2025-10-01,48.67
INV_191321,CUST_0722,2025-08-24,70.27
INV_851993,CUST_0929,2025-12-30,9.73
INV_389987,,2025-03-09,17.51
INV_773217,CUST_0881,2025-04-08,79.88
INV_417942,CUST_0172,2025-05-14,35.74
INV_882479,CUST_0185,2025-03-26,31.56
INV_223099,CUST_0863,2025-06-16,49.31
INV_207449,CUST_0179,2025-04-29,36.78
INV_577910,CUST_0429,2025-05-30,10.26
INV_439386,CUST_0197,2025-02-11,22.49
INV_218542,CUST_0330,2025-09-08,56.92
INV_670706,CUST_0967,2025-05-03,15.53
INV_566978,CUST_0778,2025-12-14,20.1
INV_197628,CUST_0518,2025-04-21,94.34
INV_251542,CUST_0147,2025-03-08,29.21
INV_142674,CUST_0122,2025-12-06,36.45
INV_897711,CUST_0597,2025-02-14,43.76
INV_153051,CUST_0333,2025-07-14,102.18
INV_368614,CUST_0334,2025-11-29,12.92
INV_855477,CUST_0015,2025-11-23,9.53
INV_851616,CUST_0408,2025-04-23,54.18
INV_742416,CUST_0266,2025-07-27,90.58
INV_519515,CUST_0985,2025-11-02,15.88
INV_202166,CUST_0666,2025-11-30,20.2
INV_126026,,2025-05-14,59.39
INV_427210,CUST_0025,2025-01-18,125.93
INV_259163,CUST_0846,2025-10-11,11.09
INV_719674,CUST_0319,2025-04-02,53.7
INV_705151,CUST_0672,2025-04-21,31.52
INV_444877,CUST_0468,2025-08-08,25.88
INV_355493,CUST_0249,2025-11-19,162.11
INV_446717,CUST_0976,2025-10-07,24.55
INV_931635,CUST_0429,2025-09-26,15.86
INV_338657,CUST_0118,2025-12-04,79.37
INV_404958,CUST_0970,2025-10-28,36.5
INV_955754,CUST_0588,2025-04-24,51.97
INV_270521,CUST_0147,2025-02-04,25.18
INV_306251,CUST_0750,2025-01-14,87.4
INV_877130,CUST_0728,2025-08-21,52.33
INV_468117,CUST_0887,2025-08-02,16.48
INV_914811,CUST_0275,2025-12-04,82.34
INV_769211,CUST_0860,2025-07-06,28.44
INV_301904,CUST_0891,2025-06-29,98.09
INV_302210,,2025-04-09,14.29
INV_967965,,2025-03-21,58.18
INV_800399,CUST_0343,2025-11-06,10.25
INV_294795,CUST_0419,2025-06-22,13.92
INV_355719,CUST_0439,2025-08-02,102.76
INV_510226,CUST_0085,2025-03-06,27.19
INV_858678,CUST_0064,2025-12-09,37.26
INV_103729,,2025-06-07,133.11
INV_459014,CUST_0855,2025-08-13,55.51
INV_728177,CUST_0919,2025-12-13,45.51
INV_510281,CUST_0088,2025-10-30,8.65
INV_618490,CUST_0135,2025-02-19,9.49
INV_134924,CUST_0646,2025-12-13,60.93
INV_102159,CUST_0825,2025-10-14,17.3
INV_816435,CUST_0813,2025-03-18,33.64
INV_865328,CUST_0101,2025-09-03,31.94
INV_724773,CUST_0028,2025-01-25,24.79
INV_100901,CUST_0331,2025-09-06,20.0
INV_392007,CUST_0941,2025-03-16,47.06
INV_826546,CUST_0771,2025-12-21,10.33
INV_663543,CUST_0146,2025-08-29,27.7
INV_122499,CUST_0749,2025-02-04,109.6
INV_243704,CUST_0153,2025-05-06,46.23
INV_294454,CUST_0912,2025-08-14,51.87
INV_957586,CUST_0723,2025-01-25,69.86
INV_399488,CUST_0841,2025-05-09,25.35
INV_232534,CUST_0930,2025-12-02,17.47
INV_337612,CUST_0402,2025-02-03,33.27
INV_900607,CUST_0646,2025-01-21,32.52
INV_835518,CUST_0873,2025-02-17,16.28
INV_616369,CUST_0010,2025-01-30,63.97
INV_523240,CUST_0956,2025-03-29,30.51
INV_953159,,2025-01-15,29.56
INV_683043,CUST_0521,2025-04-19,79.62
INV_237080,CUST_0209,2025-09-29,25.71
INV_690611,CUST_0820,2025-03-10,35.11
INV_791804,CUST_0079,2025-05-26,105.19
INV_902121,CUST_0525,2025-09-17,268.16
INV_362210,CUST_0189,2025-04-05,13.92
INV_825512,CUST_0496,2025-07-10,19.32
INV_733316,CUST_0990,2025-04-27,7.54
INV_350231,CUST_0509,2025-10-25,95.69
INV_550043,CUST_0653,2025-09-25,27.34
INV_355733,CUST_0073,2025-11-04,39.8
INV_290271,CUST_0824,2025-03-01,18.09
INV_799597,CUST_0487,2025-12-07,130.19
INV_117118,CUST_0986,2025-06-28,105.33
INV_102795,CUST_0089,2025-10-14,159.19
INV_622904,CUST_0183,2025-07-28,16.57
INV_232201,CUST_0013,2025-05-02,46.01
INV_144130,CUST_0375,2025-03-11,28.08
INV_519007,CUST_0594,2025-03-16,54.13
INV_609394,CUST_0325,2025-08-02,30.89
INV_413559,CUST_0894,2025-11-14,76.33
INV_101515,CUST_0361,2025-11-20,78.83
INV_942672,CUST_0951,2025-02-04,91.72
INV_869565,CUST_0467,2025-12-24,53.67
INV_485134,CUST_0467,2025-11-01,10.4
INV_306555,CUST_0232,2025-06-28,20.36
INV_872268,CUST_0592,2025-03-24,101.25
INV_110785,CUST_0973,2025-01-07,95.09
INV_958326,CUST_0548,2025-01-06,60.25
INV_363606,CUST_0134,2025-10-12,25.4
INV_410809,CUST_0849,2025-06-23,54.2
INV_994235,,2025-04-25,23.94
INV_499437,,2025-03-16,96.43
INV_252117,CUST_0947,2025-03-31,11.46
INV_867303,CUST_0184,2025-12-25,70.21
INV_152949,CUST_0179,2025-10-03,22.88
INV_988704,CUST_0059,2025-11-23,13.85
INV_566933,CUST_0669,2025-07-10,11.35
INV_775573,CUST_0708,2025-02-04,100.38
INV_675194,CUST_0237,2025-04-14,95.87
INV_955126,CUST_0464,2025-08-18,11.65
INV_450068,CUST_0553,2025-05-03,88.98
INV_921412,CUST_0929,2025-06-27,30.62
INV_511012,CUST_0699,2025-07-28,35.3
INV_220494,CUST_0560,2025-08-12,128.8
INV_591966,CUST_0446,2025-04-09,89.64
INV_738046,CUST_0368,2025-09-10,122.41
INV_925169,CUST_0785,2025-01-24,14.25
INV_594670,CUST_0050,2025-07-25,25.26
INV_221635,CUST_0582,2025-01-27,58.66
INV_803022,CUST_0247,2025-09-21,60.96
INV_318599,CUST_0973,2025-12-27,13.89
INV_691731,CUST_0352,2025-07-08,14.25
INV_202478,CUST_0753,2025-09-26,174.92
INV_254721,CUST_0236,2025-11-30,26.48
INV_907461,CUST_0082,2025-07-11,39.4
INV_623472,CUST_0014,2025-12-13,20.44
INV_557820,CUST_0357,2025-03-30,48.21
INV_769986,CUST_0340,2025-03-26,31.3
INV_987935,CUST_0485,2025-09-29,93.85
INV_807062,CUST_0625,2025-09-30,22.09
INV_330881,CUST_0130,2025-05-12,39.87
INV_974820,CUST_0862,2025-03-22,253.07
INV_934354,CUST_0069,2025-05-28,7.57
INV_166985,CUST_0617,2025-06-14,17.78
INV_987395,CUST_0697,2025-11-18,7.51
INV_987457,CUST_0342,2025-11-16,22.37
INV_753841,CUST_0439,2025-06-06,13.27
INV_467747,CUST_0327,2025-04-07,62.52
INV_396618,CUST_0260,2025-05-05,26.8
INV_634633,CUST_0059,2025-02-01,63.36
INV_610269,CUST_0105,2025-08-16,119.96
INV_864777,CUST_0464,2025-10-17,9.99
INV_570455,CUST_0472,2025-02-25,51.6
INV_493444,CUST_0018,2025-07-01,26.28
INV_146032,CUST_0171,2025-10-22,83.45
INV_723090,CUST_0079,2025-05-26,97.96
INV_529763,CUST_0798,2025-09-07,41.95
INV_441609,CUST_0835,2025-03-12,37.21
INV_226457,CUST_0775,2025-10-23,22.25
INV_566995,CUST_0193,2025-03-09,225.54
INV_617965,CUST_0882,2025-12-29,21.48
INV_893897,CUST_0521,2025-09-08,25.25
INV_840479,CUST_0435,2025-07-03,84.38
INV_952208,CUST_0532,2025-11-24,24.06
INV_554598,CUST_0369,2025-01-24,42.21
INV_304603,CUST_0083,2025-11-15,10.35
INV_840885,CUST_0611,2025-03-03,28.78
INV_552082,CUST_0459,2025-07-31,81.73
INV_244926,CUST_0425,2025-02-11,12.58
INV_665369,CUST_0158,2025-04-22,63.03
INV_428910,CUST_0273,2025-10-21,24.88
INV_790038,CUST_0110,2025-10-05,64.45
INV_124354,,2025-02-26,10.79
INV_135525,CUST_0114,2025-11-04,97.5
INV_679802,CUST_0933,2025-11-17,147.5
INV_886492,CUST_0789,2025-01-16,15.82
INV_443003,CUST_0054,2025-06-17,18.24
INV_196426,CUST_0065,2025-04-10,130.36
INV_104011,CUST_0273,2025-07-06,106.09
INV_532941,CUST_0693,2025-11-23,39.03
INV_874751,CUST_0452,2025-07-25,42.89
INV_124700,CUST_0659,2025-01-02,15.75
INV_406024,CUST_0081,2025-05-20,79.13
INV_831636,CUST_0340,2025-05-09,15.12
INV_313893,CUST_0058,2025-07-17,78.4
INV_367673,CUST_0045,2025-04-07,9.33
INV_238009,CUST_0461,2025-12-01,145.7
INV_649567,CUST_0097,2025-02-05,16.38
INV_213793,CUST_0219,2025-07-04,62.58
INV_633285,CUST_0567,2025-04-07,39.43
INV_365369,CUST_0631,2025-07-27,74.67
INV_987196,CUST_0547,2025-03-20,52.07
INV_816438,CUST_0546,2025-04-07,132.67
INV_221118,CUST_0583,2025-01-03,86.18
INV_410272,CUST_0594,2025-02-12,10.72
INV_266405,CUST_0573,2025-09-27,57.58
INV_235393,CUST_0103,2025-01-10,14.73
INV_696923,CUST_0670,2025-08-16,43.63
INV_867166,CUST_0209,2025-04-07,17.36
INV_595671,CUST_0682,2025-11-03,53.83
INV_243933,CUST_0720,2025-02-10,41.1
INV_300173,CUST_0667,2025-10-11,17.77
INV_974609,CUST_0187,2025-05-10,28.88
INV_238454,CUST_0199,2025-01-13,26.4
INV_539257,CUST_0444,2025-10-05,10.88
INV_931588,CUST_0993,2025-07-22,10.08
INV_161868,CUST_0176,2025-04-27,29.51
INV_760183,CUST_0344,2025-04-30,42.83
INV_913051,CUST_0229,2025-11-09,7.77
INV_785328,CUST_0318,2025-05-17,26.39
INV_512601,CUST_0117,2025-11-02,159.44
INV_964950,CUST_0715,2025-12-07,43.1
INV_739888,CUST_0925,2025-06-01,11.3
INV_133324,CUST_0274,2025-02-11,15.68
INV_349264,CUST_0082,2025-01-17,28.44
INV_336538,CUST_0157,2025-08-11,7.67
INV_294824,CUST_0404,2025-02-16,103.25
INV_213627,CUST_0205,2025-03-20,38.62
INV_179795,CUST_0997,2025-09-04,68.8
INV_238925,,2025-08-05,60.41
INV_750370,CUST_0092,2025-12-04,87.08
INV_786059,CUST_0450,2025-10-25,43.79
INV_324062,CUST_0929,2025-03-17,82.66
INV_846137,CUST_0643,2025-12-29,79.1
INV_419348,CUST_0355,2025-07-19,78.58
INV_795139,CUST_0630,2025-09-20,26.15
INV_764704,CUST_0912,2025-07-08,68.96
INV_839791,CUST_0561,2025-01-25,30.63
INV_309755,CUST_0144,2025-07-19,69.7
INV_537480,CUST_0134,2025-05-28,16.78
INV_800614,CUST_0334,2025-10-26,12.89
INV_575859,CUST_0161,2025-01-26,8.73
INV_544874,CUST_0575,2025-03-09,64.01
INV_125739,CUST_0514,2025-04-18,36.5
INV_644333,CUST_0730,2025-02-13,42.02
INV_827963,CUST_0728,2025-04-08,56.95
INV_319222,CUST_0816,2025-03-07,8.51
INV_892879,CUST_0079,2025-07-24,56.49
INV_482650,CUST_0380,2025-05-10,14.98
INV_453791,CUST_0558,2025-07-02,66.63
INV_479553,CUST_0612,2025-03-19,45.85
INV_875359,CUST_0556,2025-08-26,10.69
INV_382803,CUST_0356,2025-10-05,12.65
INV_447186,CUST_0123,2025-09-03,48.43
INV_869042,CUST_1000,2025-03-12,43.99
INV_253956,CUST_0774,2025-03-25,99.19
INV_860330,CUST_0816,2025-05-15,92.14
INV_622820,CUST_0143,2025-07-11,86.63
INV_398254,CUST_0535,2025-06-30,41.99
INV_146233,CUST_0387,2025-04-03,22.69
INV_848810,CUST_0405,2025-11-24,24.99
INV_501954,CUST_0422,2025-11-24,126.27
INV_733609,CUST_0631,2025-01-14,21.36
INV_594829,CUST_0652,2025-10-21,41.25
INV_364080,CUST_0546,2025-06-18,85.08
INV_991659,CUST_0657,2025-08-11,41.71
INV_748033,CUST_0871,2025-01-04,16.13
INV_496419,CUST_0106,2025-03-26,50.71
INV_430763,CUST_0850,2025-07-16,13.46
INV_653351,CUST_0081,2025-11-26,47.81
INV_558168,CUST_0637,2025-11-03,37.56
